,victim_AS,timestamp,event_type,label,hijacker_AS,start_time
93,24753,1584441900,defcon,5,[],2020-03-17 10:45:00
94,24757,1584425700,defcon,5,[],2020-03-17 06:15:00
95,24757,1584434700,defcon,5,[],2020-03-17 08:45:00
96,2497,1584412800,defcon,5,[],2020-03-17 02:40:00
97,25019,1584395100,defcon,5,[],2020-03-16 21:45:00
98,25542,1584396600,defcon,5,[],2020-03-16 22:10:00
99,25543,1584410700,defcon,5,[],2020-03-17 02:05:00
100,25820,1584400500,defcon,5,[],2020-03-16 23:15:00
101,262150,1584438300,defcon,5,[],2020-03-17 09:45:00
102,262318,1584430500,defcon,5,[],2020-03-17 07:35:00
103,262375,1584416700,defcon,5,[],2020-03-17 03:45:00
104,262375,1584444300,defcon,5,[],2020-03-17 11:25:00
105,262378,1584435900,defcon,5,[],2020-03-17 09:05:00
106,262387,1584435000,defcon,5,[],2020-03-17 08:50:00
107,262408,1584393600,defcon,5,[],2020-03-16 21:20:00
108,262414,1584434700,defcon,5,[],2020-03-17 08:45:00
109,262493,1584434700,defcon,5,[],2020-03-17 08:45:00
110,262558,1584435000,defcon,5,[],2020-03-17 08:50:00
111,262725,1584434700,defcon,5,[],2020-03-17 08:45:00
112,262826,1584421800,defcon,5,[],2020-03-17 05:10:00
113,262880,1584421800,defcon,5,[],2020-03-17 05:10:00
114,262911,1584446100,defcon,5,[],2020-03-17 11:55:00
115,262948,1584416700,defcon,5,[],2020-03-17 03:45:00
116,263027,1584435000,defcon,5,[],2020-03-17 08:50:00
117,263090,1584405300,defcon,5,[],2020-03-17 00:35:00
118,263096,1584436200,defcon,5,[],2020-03-17 09:10:00
119,263111,1584420000,defcon,5,[],2020-03-17 04:40:00
120,263260,1584435000,defcon,5,[],2020-03-17 08:50:00
121,263394,1584446400,defcon,5,[],2020-03-17 12:00:00
122,263411,1584420600,defcon,5,[],2020-03-17 04:50:00
123,263459,1584417000,defcon,5,[],2020-03-17 03:50:00
124,263462,1584435000,defcon,5,[],2020-03-17 08:50:00
125,263471,1584434700,defcon,5,[],2020-03-17 08:45:00
126,263534,1584429600,defcon,5,[],2020-03-17 07:20:00
127,263584,1584394500,defcon,5,[],2020-03-16 21:35:00
128,263584,1584418500,defcon,5,[],2020-03-17 04:15:00
129,263584,1584438900,defcon,5,[],2020-03-17 09:55:00
130,263608,1584445500,defcon,5,[],2020-03-17 11:45:00
131,263646,1584393900,defcon,5,[],2020-03-16 21:25:00
132,263646,1584434700,defcon,5,[],2020-03-17 08:45:00
133,263664,1584408900,defcon,5,[],2020-03-17 01:35:00
134,263750,1584402600,defcon,5,[],2020-03-16 23:50:00
135,263776,1584403200,defcon,5,[],2020-03-17 00:00:00
136,263824,1584397800,defcon,5,[],2020-03-16 22:30:00
137,263824,1584435000,defcon,5,[],2020-03-17 08:50:00
138,263917,1584434700,defcon,5,[],2020-03-17 08:45:00
139,263940,1584396300,defcon,5,[],2020-03-16 22:05:00
140,263945,1584434700,defcon,5,[],2020-03-17 08:45:00
141,264026,1584442800,defcon,5,[],2020-03-17 11:00:00
142,264075,1584393600,defcon,5,[],2020-03-16 21:20:00
143,264075,1584405600,defcon,5,[],2020-03-17 00:40:00
144,264437,1584434700,defcon,5,[],2020-03-17 08:45:00
145,264451,1584434700,defcon,5,[],2020-03-17 08:45:00
146,264499,1584435000,defcon,5,[],2020-03-17 08:50:00
147,264585,1584435000,defcon,5,[],2020-03-17 08:50:00
148,264868,1584435000,defcon,5,[],2020-03-17 08:50:00
149,264879,1584435000,defcon,5,[],2020-03-17 08:50:00
150,264952,1584409200,defcon,5,[],2020-03-17 01:40:00
151,264969,1584416700,defcon,5,[],2020-03-17 03:45:00
152,265043,1584399300,defcon,5,[],2020-03-16 22:55:00
153,265207,1584427800,defcon,5,[],2020-03-17 06:50:00
154,265356,1584398400,defcon,5,[],2020-03-16 22:40:00
155,265382,1584440700,defcon,5,[],2020-03-17 10:25:00
156,265641,1584398100,defcon,5,[],2020-03-16 22:35:00
157,265725,1584438300,defcon,5,[],2020-03-17 09:45:00
158,265903,1584409800,defcon,5,[],2020-03-17 01:50:00
159,26599,1584435000,defcon,5,[],2020-03-17 08:50:00
160,266014,1584435000,defcon,5,[],2020-03-17 08:50:00
161,26609,1584435000,defcon,5,[],2020-03-17 08:50:00
162,26615,1584434700,defcon,5,[],2020-03-17 08:45:00
163,266169,1584425400,defcon,5,[],2020-03-17 06:10:00
164,266247,1584427500,defcon,5,[],2020-03-17 06:45:00
165,266276,1584420900,defcon,5,[],2020-03-17 04:55:00
166,266308,1584420000,defcon,5,[],2020-03-17 04:40:00
167,266328,1584402300,defcon,5,[],2020-03-16 23:45:00
168,266372,1584429600,defcon,5,[],2020-03-17 07:20:00
169,266402,1584434700,defcon,5,[],2020-03-17 08:45:00
170,266544,1584420600,defcon,5,[],2020-03-17 04:50:00
171,266578,1584434700,defcon,5,[],2020-03-17 08:45:00
172,266634,1584437400,defcon,5,[],2020-03-17 09:30:00
173,267008,1584443700,defcon,5,[],2020-03-17 11:15:00
174,267050,1584434700,defcon,5,[],2020-03-17 08:45:00
175,267176,1584444000,defcon,5,[],2020-03-17 11:20:00
176,267276,1584445200,defcon,5,[],2020-03-17 11:40:00
177,267304,1584434700,defcon,5,[],2020-03-17 08:45:00
178,267574,1584434100,defcon,5,[],2020-03-17 08:35:00
179,267585,1584396900,defcon,5,[],2020-03-16 22:15:00
180,267625,1584434700,defcon,5,[],2020-03-17 08:45:00
181,267755,1584422400,defcon,5,[],2020-03-17 05:20:00
182,267912,1584445500,defcon,5,[],2020-03-17 11:45:00
183,26801,1584434700,defcon,5,[],2020-03-17 08:45:00
184,268060,1584445800,defcon,5,[],2020-03-17 11:50:00
185,268119,1584425700,defcon,5,[],2020-03-17 06:15:00
186,268171,1584432900,defcon,5,[],2020-03-17 08:15:00
187,268267,1584434700,defcon,5,[],2020-03-17 08:45:00
188,268336,1584444900,defcon,5,[],2020-03-17 11:35:00
189,268359,1584434700,defcon,5,[],2020-03-17 08:45:00
190,268364,1584402000,defcon,5,[],2020-03-16 23:40:00
191,268364,1584434700,defcon,5,[],2020-03-17 08:45:00
