,victim_AS,timestamp,event_type,label,hijacker_AS,start_time
,45899,1584426900,defcon,5,[],2020-03-17 06:35:00
,45899,1584434400,defcon,5,[],2020-03-17 08:40:00
,46449,1584434700,defcon,5,[],2020-03-17 08:45:00
,46494,1584426900,defcon,5,[],2020-03-17 06:35:00
,46606,1584417600,defcon,5,[],2020-03-17 04:00:00
,4758,1584433800,defcon,5,[],2020-03-17 08:30:00
,4761,1584433200,defcon,5,[],2020-03-17 08:20:00
,4764,1584434700,defcon,5,[],2020-03-17 08:45:00
,4766,1584435000,defcon,5,[],2020-03-17 08:50:00
,47794,1584443400,defcon,5,[],2020-03-17 11:10:00
,4804,1584420000,defcon,5,[],2020-03-17 04:40:00
,4804,1584431100,defcon,5,[],2020-03-17 07:45:00
,4847,1584434700,defcon,5,[],2020-03-17 08:45:00
,48695,1584435000,defcon,5,[],2020-03-17 08:50:00
,49103,1584429000,defcon,5,[],2020-03-17 07:10:00
,50064,1584434700,defcon,5,[],2020-03-17 08:45:00
,50289,1584435000,defcon,5,[],2020-03-17 08:50:00
,5033,1584393600,defcon,5,[],2020-03-16 21:20:00
,5033,1584430200,defcon,5,[],2020-03-17 07:30:00
,50563,1584435300,defcon,5,[],2020-03-17 08:55:00
,50710,1584439200,defcon,5,[],2020-03-17 10:00:00
,51048,1584442200,defcon,5,[],2020-03-17 10:50:00
,51698,1584435600,defcon,5,[],2020-03-17 09:00:00
,52263,1584407100,defcon,5,[],2020-03-17 01:05:00
,52302,1584435000,defcon,5,[],2020-03-17 08:50:00
,52471,1584435000,defcon,5,[],2020-03-17 08:50:00
,52560,1584404400,defcon,5,[],2020-03-17 00:20:00
,52752,1584434700,defcon,5,[],2020-03-17 08:45:00
,52757,1584434700,defcon,5,[],2020-03-17 08:45:00
,52874,1584444300,defcon,5,[],2020-03-17 11:25:00
,52913,1584434700,defcon,5,[],2020-03-17 08:45:00
,53005,1584434700,defcon,5,[],2020-03-17 08:45:00
,53014,1584434700,defcon,5,[],2020-03-17 08:45:00
,53080,1584432600,defcon,5,[],2020-03-17 08:10:00
,53101,1584435000,defcon,5,[],2020-03-17 08:50:00
,53123,1584424200,defcon,5,[],2020-03-17 05:50:00
,53134,1584435000,defcon,5,[],2020-03-17 08:50:00
,53184,1584434700,defcon,5,[],2020-03-17 08:45:00
,53190,1584434700,defcon,5,[],2020-03-17 08:45:00
,53198,1584405300,defcon,5,[],2020-03-17 00:35:00
,53209,1584434700,defcon,5,[],2020-03-17 08:45:00
,53237,1584421500,defcon,5,[],2020-03-17 05:05:00
,53245,1584434700,defcon,5,[],2020-03-17 08:45:00
,53340,1584415200,defcon,5,[],2020-03-17 03:20:00
,53340,1584439200,defcon,5,[],2020-03-17 10:00:00
,53667,1584429900,defcon,5,[],2020-03-17 07:25:00
,5384,1584433800,defcon,5,[],2020-03-17 08:30:00
,5384,1584446400,defcon,5,[],2020-03-17 12:00:00
,55303,1584436800,defcon,5,[],2020-03-17 09:20:00
,55430,1584408000,defcon,5,[],2020-03-17 01:20:00
,55677,1584439800,defcon,5,[],2020-03-17 10:10:00
,55933,1584434700,defcon,5,[],2020-03-17 08:45:00
,56630,1584429000,defcon,5,[],2020-03-17 07:10:00
,57641,1584438900,defcon,5,[],2020-03-17 09:55:00
,5786,1584434700,defcon,5,[],2020-03-17 08:45:00
,58130,1584435000,defcon,5,[],2020-03-17 08:50:00
,58521,1584439200,defcon,5,[],2020-03-17 10:00:00
,59807,1584445500,defcon,5,[],2020-03-17 11:45:00
,60493,1584435000,defcon,5,[],2020-03-17 08:50:00
,61136,1584435900,defcon,5,[],2020-03-17 09:05:00
,61272,1584439500,defcon,5,[],2020-03-17 10:05:00
,61317,1584434700,defcon,5,[],2020-03-17 08:45:00
,61333,1584403800,defcon,5,[],2020-03-17 00:10:00
,6147,1584423000,defcon,5,[],2020-03-17 05:30:00
,6147,1584445200,defcon,5,[],2020-03-17 11:40:00
,61699,1584398100,defcon,5,[],2020-03-16 22:35:00
,61868,1584438900,defcon,5,[],2020-03-17 09:55:00
,62262,1584435000,defcon,5,[],2020-03-17 08:50:00
,63199,1584401700,defcon,5,[],2020-03-16 23:35:00
,63275,1584394800,defcon,5,[],2020-03-16 21:40:00
,6336,1584399300,defcon,5,[],2020-03-16 22:55:00
,63410,1584408300,defcon,5,[],2020-03-17 01:25:00
,63755,1584438300,defcon,5,[],2020-03-17 09:45:00
,6389,1584434700,defcon,5,[],2020-03-17 08:45:00
,63963,1584434700,defcon,5,[],2020-03-17 08:45:00
,64050,1584445500,defcon,5,[],2020-03-17 11:45:00
,64413,1584426000,defcon,5,[],2020-03-17 06:20:00
,6453,1584431100,defcon,5,[],2020-03-17 07:45:00
,6453,1584440100,defcon,5,[],2020-03-17 10:15:00
,6697,1584435000,defcon,5,[],2020-03-17 08:50:00
,6713,1584439200,defcon,5,[],2020-03-17 10:00:00
,6949,1584413100,defcon,5,[],2020-03-17 02:45:00
,71,1584444900,defcon,5,[],2020-03-17 11:35:00
,714,1584434700,defcon,5,[],2020-03-17 08:45:00
,7162,1584434700,defcon,5,[],2020-03-17 08:45:00
,7303,1584419100,defcon,5,[],2020-03-17 04:25:00
,7303,1584427500,defcon,5,[],2020-03-17 06:45:00
,7303,1584442800,defcon,5,[],2020-03-17 11:00:00
,7545,1584434700,defcon,5,[],2020-03-17 08:45:00
,7633,1584421500,defcon,5,[],2020-03-17 05:05:00
,7713,1584427800,defcon,5,[],2020-03-17 06:50:00
,8100,1584394200,defcon,5,[],2020-03-16 21:30:00
,8100,1584401400,defcon,5,[],2020-03-16 23:30:00
,8100,1584420600,defcon,5,[],2020-03-17 04:50:00
,8100,1584434700,defcon,5,[],2020-03-17 08:45:00
,8315,1584415500,defcon,5,[],2020-03-17 03:25:00
,8315,1584433800,defcon,5,[],2020-03-17 08:30:00
,8346,1584407400,defcon,5,[],2020-03-17 01:10:00
,8452,1584413700,defcon,5,[],2020-03-17 02:55:00
,852,1584430800,defcon,5,[],2020-03-17 07:40:00
,855,1584435000,defcon,5,[],2020-03-17 08:50:00
,8744,1584427500,defcon,5,[],2020-03-17 06:45:00
,8764,1584443700,defcon,5,[],2020-03-17 11:15:00
,8866,1584434700,defcon,5,[],2020-03-17 08:45:00
,8881,1584434700,defcon,5,[],2020-03-17 08:45:00
,9070,1584434700,defcon,5,[],2020-03-17 08:45:00
,9121,1584426900,defcon,5,[],2020-03-17 06:35:00
,9125,1584434700,defcon,5,[],2020-03-17 08:45:00
,9230,1584427500,defcon,5,[],2020-03-17 06:45:00
,9394,1584434700,defcon,5,[],2020-03-17 08:45:00
,9443,1584405000,defcon,5,[],2020-03-17 00:30:00
,9471,1584433200,defcon,5,[],2020-03-17 08:20:00
,9829,1584434700,defcon,5,[],2020-03-17 08:45:00
,9893,1584399300,defcon,5,[],2020-03-16 22:55:00
,9893,1584412200,defcon,5,[],2020-03-17 02:30:00
,9893,1584435900,defcon,5,[],2020-03-17 09:05:00
,9919,1584393300,defcon,5,[],2020-03-16 21:15:00
,9924,1584417300,defcon,5,[],2020-03-17 03:55:00
